"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
875,50,"RM",52,5720,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","Po","Mn","Rec",0,"Rec",0,676,676,"GasA","Ex","Y","SBrkr",676,455,0,1131,0,0,1,1,3,1,"TA",5,"Typ",0,"0","CarPort","1941","RFn",1,200,"Po","Po","Y",26,0,0,0,0,0,"0","0","0",0,8,2009,"WD","Abnorml",66500
876,60,"FV",75,9000,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Fa","Po","0","BLQ",64,"Rec",0,1120,1184,"GasA","Ex","Y","SBrkr",1184,1426,0,2610,0,0,2,1,4,1,"Ex",11,"Typ",1,"Fa","Basment","2007","0",2,550,"Po","Po","Y",208,364,0,0,0,0,"0","0","0",0,8,2007,"New","Partial",303477
877,20,"RL",94,25286,"Pave","0","Reg","HLS","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",4,5,1963,1963,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","PConc","Gd","Po","Av","0",633,"Rec",0,431,1064,"GasA","Gd","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"TA",5,"Typ",0,"0","2Types","1963","RFn",2,648,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,1,2007,"WD","Normal",132250
878,60,"RL",74,8834,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",216,"Gd","TA","PConc","0","Po","Mn","BLQ",1170,"Rec",0,292,1462,"GasA","Ex","Y","SBrkr",1462,762,0,2224,1,0,2,1,4,1,"Ex",10,"Typ",1,"Fa","2Types","2004","0",3,738,"Po","Po","Y",184,0,0,0,0,0,"0","0","0",0,6,2009,"WD","Normal",350000
879,85,"RL",88,11782,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",5,7,1961,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","Po","0","0",899,"Rec",0,210,1109,"GasA","TA","Y","SBrkr",1155,0,0,1155,1,0,1,0,3,1,"Gd",6,"Min2",0,"0","CarPort","1987","RFn",2,576,"Po","Po","Y",192,0,0,0,0,0,"0","GdWo","Othr",400,6,2010,"WD","Normal",148000
880,20,"RL",70.0499583680267,7000,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,8,1978,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",90,"Gd","Gd","CBlock","Gd","Po","Mn","0",646,"Rec",0,218,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",6,"Typ",0,"0","2Types","1978","RFn",1,336,"Po","Po","Y",0,0,0,0,0,0,"0","GdPrv","0",0,7,2009,"WD","Normal",136500
881,20,"RL",60,7024,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","0","Fa","Mn","0",980,"Rec",0,110,1090,"GasA","Gd","Y","SBrkr",1090,0,0,1090,1,0,1,1,2,1,"TA",5,"Typ",0,"0","2Types","2005","0",2,450,"Po","Po","Y",0,49,0,0,0,0,"0","0","0",0,6,2007,"WD","Normal",157000
882,50,"RL",44,13758,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1.5Fin",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",117,"Gd","Gd","CBlock","Fa","Po","Gd","GLQ",902,"Rec",0,254,1156,"GasA","Ex","Y","SBrkr",1187,530,0,1717,0,0,2,1,3,1,"Gd",7,"Typ",1,"Po","2Types","1990","Fin",2,400,"Po","Po","Y",168,36,0,0,0,0,"0","0","0",0,4,2007,"WD","Normal",187500
883,60,"RL",70.0499583680267,9636,"Pave","0","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,808,808,"GasA","Gd","Y","SBrkr",808,785,0,1593,0,0,2,1,3,1,"TA",7,"Typ",1,"Po","Basment","1993","Fin",2,389,"Po","Po","Y",342,40,0,0,0,0,"0","GdWo","0",0,12,2009,"WD","Normal",178000
884,75,"RL",60,6204,"Pave","0","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2.5Fin",4,5,1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","0","Mn","Rec",0,"Rec",0,795,795,"GasA","TA","N","SBrkr",954,795,481,2230,1,0,1,0,5,1,"TA",10,"Typ",0,"0","CarPort","1997","RFn",1,440,"Po","Fa","Y",0,188,0,0,0,0,"0","0","0",0,3,2006,"WD","Normal",118500
885,20,"RL",65,7150,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",60,"TA","TA","CBlock","Gd","Po","Mn","ALQ",432,"Rec",0,460,892,"GasA","TA","Y","SBrkr",892,0,0,892,0,0,1,0,3,1,"TA",5,"Typ",0,"0","2Types","1967","Fin",1,288,"Po","Po","Y",0,0,0,0,0,0,"0","GdPrv","0",0,7,2009,"WD","Normal",100000
886,120,"FV",50,5119,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",60,"Gd","TA","PConc","0","Po","0","BLQ",1238,"Rec",0,460,1698,"GasA","Ex","Y","SBrkr",1709,0,0,1709,1,0,2,0,2,1,"Gd",5,"Typ",1,"Po","2Types","1999","0",2,506,"Po","Po","Y",97,65,0,0,0,0,"0","0","0",0,1,2008,"CWD","Abnorml",328900
887,90,"RL",70,8393,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1959,2005,"Gable","CompShg","MetalSd","MetalSd","BrkFace",122,"TA","TA","CBlock","Gd","Po","Mn","GLQ",528,"Rec",0,1098,1626,"GasA","Ex","Y","SBrkr",1712,0,0,1712,0,0,2,0,4,2,"TA",8,"Typ",0,"0","2Types","2005","0",2,588,"Po","Po","Y",272,54,0,0,0,0,"0","0","0",0,6,2006,"WD","Family",145000
888,50,"RL",59,16466,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Gd","Po","Mn","Rec",0,"Rec",0,816,816,"GasA","TA","Y","SBrkr",872,521,0,1393,0,0,1,1,3,1,"TA",8,"Typ",0,"0","2Types","1955","RFn",1,300,"Po","Po","Y",121,0,0,0,265,0,"0","0","0",0,4,2008,"WD","Normal",135500
889,20,"RL",95,15865,"Pave","0","IR1","Lvl","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","1Story",8,6,1970,1970,"Flat","Tar&Grv","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","Gd","Fa","Av","0",351,"LwQ",823,1043,2217,"GasA","Ex","Y","SBrkr",2217,0,0,2217,1,0,2,0,4,1,"Gd",8,"Typ",1,"Po","2Types","1970","RFn",2,621,"Po","Po","Y",81,207,0,0,224,0,"0","0","0",0,10,2007,"WD","Normal",268000
890,20,"RL",128,12160,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,4,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",90,"TA","TA","CBlock","Gd","Po","Mn","ALQ",1024,"Rec",0,481,1505,"GasA","Ex","Y","SBrkr",1505,0,0,1505,1,0,1,0,2,1,"TA",6,"Typ",1,"Po","2Types","1953","Fin",2,505,"Po","Po","Y",0,0,0,162,0,0,"0","0","0",0,2,2009,"WD","Normal",149500
891,50,"RL",60,8064,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,7,1949,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","Po","Gd","Rec",0,"Rec",0,672,672,"GasA","Ex","Y","SBrkr",672,252,0,924,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","CarPort","2003","RFn",2,576,"Po","Po","Y",0,0,0,0,0,0,"0","GdWo","Othr",2000,7,2007,"WD","Normal",122900
892,60,"RL",70,11184,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,5,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",92,"TA","TA","CBlock","Gd","Po","Mn","GLQ",226,"LwQ",500,192,918,"GasA","Gd","Y","SBrkr",918,765,0,1683,0,0,2,1,3,1,"TA",7,"Typ",1,"Po","2Types","1978","Fin",2,440,"Po","Po","Y",243,0,0,0,0,0,"0","0","0",0,7,2009,"WD","Normal",172500
893,20,"RL",70,8414,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",6,8,1963,2003,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","Po","Mn","BLQ",663,"Rec",0,396,1059,"GasA","TA","Y","SBrkr",1068,0,0,1068,0,1,1,0,3,1,"TA",6,"Typ",0,"0","2Types","1963","Fin",1,264,"Po","Po","Y",192,0,0,0,0,0,"0","GdWo","0",0,2,2006,"WD","Normal",154500
894,20,"RL",70.0499583680267,13284,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","PosN","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","Fa","Po","Gd","ALQ",1064,"Rec",0,319,1383,"GasA","TA","Y","SBrkr",1383,0,0,1383,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","2Types","1954","RFn",1,354,"Po","Po","Y",511,116,0,0,0,0,"0","0","0",0,6,2008,"WD","Normal",165000
895,90,"RL",64,7018,"Pave","0","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","0","0","0","0",0,"0",0,0,0,"GasA","TA","Y","SBrkr",1535,0,0,1535,0,0,2,0,4,2,"TA",8,"Typ",0,"0","2Types","1979","RFn",2,400,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,6,2009,"WD","Alloca",118858
896,60,"RL",71,7056,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,5,1963,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",415,"TA","TA","CBlock","Gd","Po","Mn","ALQ",400,"Rec",0,380,780,"GasA","TA","Y","SBrkr",983,813,0,1796,1,0,1,1,4,1,"TA",8,"Typ",1,"Po","2Types","1963","Fin",2,483,"Po","Po","Y",0,50,0,0,0,0,"0","0","0",0,10,2008,"WD","Normal",140000
897,30,"RM",50,8765,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,6,1936,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","Po","Mn","0",285,"Rec",0,666,951,"GasA","Ex","N","SBrkr",951,0,0,951,0,0,1,0,2,1,"TA",6,"Typ",0,"0","CarPort","1936","RFn",1,327,"Po","Po","Y",0,28,0,0,0,0,"0","0","0",0,4,2006,"WD","Abnorml",106500
898,90,"RL",64,7018,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab","0","0","0","0",0,"0",0,0,0,"GasA","TA","Y","SBrkr",1120,1120,0,2240,0,0,2,0,6,2,"TA",12,"Typ",0,"0","CarPort","1979","RFn",2,528,"Po","Po","Y",154,0,0,0,0,0,"0","0","0",0,6,2009,"WD","Alloca",142953
899,20,"RL",100,12919,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2009,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",760,"Ex","TA","PConc","0","Po","Av","BLQ",2188,"Rec",0,142,2330,"GasA","Ex","Y","SBrkr",2364,0,0,2364,1,0,2,1,2,1,"Ex",11,"Typ",2,"Fa","2Types","2009","0",3,820,"Po","Po","Y",0,67,0,0,0,0,"0","0","0",0,3,2010,"New","Partial",611657
900,20,"RL",65,6993,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,7,1961,1994,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","Po","Mn","ALQ",465,"Rec",0,447,912,"GasA","TA","Y","SBrkr",1236,0,0,1236,0,0,1,0,3,1,"TA",6,"Typ",1,"Po","2Types","1961","RFn",1,288,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,6,2006,"WD","Normal",135000
901,20,"RL",70.0499583680267,7340,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","Po","Mn","0",322,"Rec",0,536,858,"GasA","TA","Y","SBrkr",858,0,0,858,0,0,1,0,2,1,"TA",4,"Typ",0,"0","CarPort","1979","RFn",1,684,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,6,2007,"WD","Normal",110000
902,20,"RL",64,8712,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1957,2000,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","Po","Gd","ALQ",860,"Rec",0,132,992,"GasA","TA","Y","SBrkr",1306,0,0,1306,1,0,1,0,2,1,"TA",5,"Typ",0,"0","CarPort","1968","RFn",1,756,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,5,2009,"WD","Normal",153000
903,60,"RL",63,7875,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,783,783,"GasA","Ex","Y","SBrkr",807,702,0,1509,0,0,2,1,3,1,"Gd",8,"Typ",1,"Fa","2Types","2003","0",2,393,"Po","Po","Y",0,75,0,0,0,0,"0","0","0",0,7,2006,"WD","Normal",180000
904,20,"RL",50,14859,"Pave","0","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",27,"Gd","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,1670,1670,"GasA","Ex","Y","SBrkr",1670,0,0,1670,0,0,2,0,3,1,"Gd",7,"Typ",1,"Fa","2Types","2006","Fin",3,690,"Po","Po","Y",144,60,0,0,0,0,"0","0","0",0,8,2006,"New","Partial",240000
905,20,"RL",70.0499583680267,6173,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",75,"TA","TA","CBlock","Gd","Po","Mn","BLQ",599,"Rec",0,277,876,"GasA","TA","Y","SBrkr",902,0,0,902,0,0,1,0,3,1,"TA",6,"Typ",0,"0","2Types","1967","RFn",1,288,"Po","Po","Y",0,0,0,0,0,0,"0","GdWo","0",0,8,2007,"WD","Normal",125500
906,20,"RL",80,9920,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","HdBoard","HdBoard","Stone",110,"TA","TA","CBlock","Gd","Po","Mn","LwQ",354,"GLQ",290,412,1056,"GasA","TA","Y","SBrkr",1063,0,0,1063,1,0,1,0,3,1,"TA",6,"Typ",0,"0","2Types","1954","Fin",1,280,"Po","Po","Y",0,0,164,0,0,0,"0","GdWo","0",0,2,2010,"WD","Normal",128000
907,20,"RL",116,13501,"Pave","0","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",208,"Gd","TA","PConc","Fa","Po","Mn","BLQ",63,"Rec",0,1560,1623,"GasA","Ex","Y","SBrkr",1636,0,0,1636,1,0,2,0,3,1,"Gd",8,"Typ",1,"Fa","2Types","2006","Fin",3,865,"Po","Po","Y",0,60,0,0,0,0,"0","0","0",0,6,2007,"WD","Normal",255000
908,50,"RL",86,11500,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,7,1936,1987,"Gable","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","Fa","Po","Mn","LwQ",223,"Rec",0,794,1017,"GasA","Gd","Y","SBrkr",1020,1037,0,2057,0,0,1,1,3,1,"Gd",6,"Typ",1,"Fa","2Types","1936","0",1,180,"Ex","Po","Y",0,0,0,0,322,0,"0","0","0",0,6,2006,"WD","Normal",250000
909,20,"RL",70.0499583680267,8885,"Pave","0","IR1","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",5,5,1983,1983,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","Po","0","ALQ",301,"0",324,239,864,"GasA","TA","Y","SBrkr",902,0,0,902,1,0,1,0,2,1,"TA",5,"Typ",0,"0","2Types","1983","RFn",2,484,"Po","Po","Y",164,0,0,0,0,0,"0","GdWo","0",0,6,2006,"WD","Normal",131000
910,60,"RL",149,12589,"Pave","0","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,742,742,"GasA","Ex","Y","SBrkr",742,742,0,1484,0,0,2,1,3,1,"Gd",8,"Typ",1,"Fa","2Types","2005","0",2,390,"Po","Po","Y",36,24,0,0,0,0,"0","0","0",0,6,2009,"WD","Normal",174000
911,90,"RL",80,11600,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","Duplex","2Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",361,"TA","TA","CBlock","Gd","Po","Mn","LwQ",443,"Rec",0,662,1105,"GasA","TA","Y","FuseA",1105,1169,0,2274,0,0,2,0,5,2,"TA",12,"Typ",0,"0","CarPort","1960","RFn",2,480,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,1,2010,"WD","Normal",154300
912,20,"RL",70.0499583680267,9286,"Pave","0","IR1","Lvl","AllPub","CulDSac","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977,1989,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Fa","Fa","0","0",196,"Rec",0,1072,1268,"GasA","TA","Y","SBrkr",1268,0,0,1268,0,0,1,1,3,1,"Gd",5,"Typ",0,"0","CarPort","1978","RFn",1,252,"Po","Po","Y",173,0,0,0,0,0,"0","0","0",0,10,2009,"WD","Normal",143500
913,30,"RM",51,6120,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Gd","Po","Mn","LwQ",489,"Rec",0,279,768,"GasA","TA","N","SBrkr",1015,0,0,1015,0,0,1,0,3,1,"TA",6,"Min1",0,"0","CarPort","1925","RFn",1,450,"Po","Po","Y",0,0,112,0,120,0,"0","GdWo","Othr",620,7,2006,"WD","Abnorml",88000
914,90,"RH",82,6270,"Pave","0","Reg","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story",5,6,1949,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","Po","Mn","ALQ",284,"Rec",0,717,1001,"GasA","TA","N","FuseA",1001,1001,0,2002,0,0,2,0,4,2,"TA",8,"Typ",0,"0","0","1949","RFn",3,871,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,8,2007,"WD","Normal",145000
915,160,"FV",30,3000,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Fa","Po","0","BLQ",294,"Rec",0,318,612,"GasA","Ex","Y","SBrkr",612,612,0,1224,0,0,2,1,2,1,"Gd",4,"Typ",0,"0","CarPort","2009","Fin",2,528,"Po","Po","Y",0,234,0,0,0,0,"0","0","0",0,6,2009,"New","Partial",173733
916,160,"RM",21,2001,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","BrkFace",80,"TA","TA","CBlock","Gd","Po","Mn","Rec",0,"Rec",0,546,546,"GasA","Fa","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,"0","2Types","1970","RFn",1,286,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,1,2007,"WD","Normal",75000
917,20,"C (all)",50,9000,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",2,3,1949,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","Gd","Po","0","ALQ",50,"Rec",0,430,480,"GasA","TA","N","FuseA",480,0,0,480,1,0,0,0,1,1,"TA",4,"Typ",0,"0","CarPort","1958","RFn",1,308,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,10,2006,"WD","Abnorml",35311
918,20,"RL",70.0499583680267,17140,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,6,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","Po","Mn","0",1059,"Rec",0,75,1134,"GasA","Ex","Y","FuseA",1229,0,0,1229,0,0,1,0,3,1,"TA",6,"Typ",0,"0","2Types","1956","Fin",1,284,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,4,2009,"WD","Normal",135000
919,60,"RL",103,13125,"Pave","0","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","0","Po","Gd","ALQ",48,"BLQ",634,422,1104,"GasA","Ex","Y","SBrkr",912,1215,0,2127,1,0,2,1,4,1,"Gd",8,"Typ",1,"Po","2Types","1991","Fin",3,833,"Po","Po","Y",72,192,224,0,0,0,"0","0","0",0,11,2007,"WD","Normal",238000
920,20,"RL",87,11029,"Pave","0","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1958,2002,"Hip","CompShg","MetalSd","MetalSd","None",0,"Ex","TA","CBlock","Fa","Po","Mn","0",528,"ALQ",411,245,1184,"GasA","Ex","Y","SBrkr",1414,0,0,1414,1,0,1,0,3,1,"TA",6,"Min1",1,"Po","2Types","1990","RFn",2,601,"Po","Po","Y",0,51,0,0,190,0,"0","0","0",0,5,2008,"WD","Normal",176500
921,60,"RL",70,8462,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1994,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",105,"Gd","Gd","PConc","Fa","Fa","Mn","BLQ",814,"Rec",0,114,928,"GasA","Ex","Y","SBrkr",936,785,0,1721,0,1,2,1,3,1,"Gd",7,"Typ",0,"0","2Types","1994","Fin",2,471,"Po","Po","Y",300,87,0,0,0,0,"0","0","0",0,7,2007,"WD","Normal",201000
922,90,"RL",67,8777,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","Duplex","1.5Fin",5,7,1900,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","Po","Mn","0",1084,"Rec",0,188,1272,"GasA","Gd","Y","SBrkr",1272,928,0,2200,2,0,2,2,4,2,"TA",9,"Typ",0,"0","0","1980","0",0,0,"0","0","N",0,70,0,0,0,0,"0","0","0",0,9,2008,"WD","Normal",145900
923,20,"RL",65,10237,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Fa","Po","Mn","BLQ",28,"Rec",0,1288,1316,"GasA","Ex","Y","SBrkr",1316,0,0,1316,0,0,2,0,3,1,"Gd",6,"Typ",1,"Fa","2Types","2005","0",2,397,"Po","Po","Y",100,0,0,23,0,0,"0","0","0",0,10,2006,"New","Partial",169990
924,120,"RL",50,8012,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1993,1994,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","PConc","Fa","Po","Mn","GLQ",165,"BLQ",841,598,1604,"GasA","Ex","Y","SBrkr",1617,0,0,1617,1,0,2,0,2,1,"Gd",5,"Typ",1,"Ex","2Types","1993","Fin",2,533,"Po","Po","Y",0,69,0,0,0,0,"0","0","0",0,7,2008,"WD","Normal",193000
